filename,Meat,Nuts/seeds,Eggs,Beans/lentils/peas,Fruit,Grain,Vegetables,Dairy,Sauce/Spread,Soup/Drink
00000100.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000101.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000103.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000104.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000105.jpg,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000107.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00000108.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00000109.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000110.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000111.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000113.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000114.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000115.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
00000116.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
00000117.jpg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00000118.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000119.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000120.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000121.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
00000123.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
00000124.jpg,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00000125.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000126.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
00000128.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000130.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00000131.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
00000132.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
00000133.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000134.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000135.jpg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00000136.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000137.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
00000140.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
00000141.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
00000142.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000143.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000144.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000145.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000146.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000147.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
00000148.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
00000149.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
00000151.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000154.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000156.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
00000158.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000159.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000160.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000161.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000162.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000163.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000164.jpg,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000165.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000166.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000167.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000169.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
00000170.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000171.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000172.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
00000173.jpg,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
00000175.jpg,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000176.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000177.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
00000178.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000179.jpg,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
00000180.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
00000181.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000182.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000183.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
00000184.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
00000185.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000187.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000188.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000189.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00000192.jpg,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000193.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
00000194.jpg,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
00000195.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
00000196.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00000197.jpg,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
00000198.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000199.jpg,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
00000200.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000201.jpg,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
00000202.jpg,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
00000203.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000204.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
00000205.jpg,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00000206.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000207.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000208.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000209.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000210.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
00000211.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
00000213.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000214.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000215.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
00000216.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000217.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000218.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000219.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000220.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000222.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000223.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000225.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000226.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
00000227.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000228.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
00000229.jpg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
00000230.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000231.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
00000233.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000234.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000235.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000236.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000237.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
00000238.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000239.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000241.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000242.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
00000243.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000244.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
00000245.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
00000246.jpg,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
00000247.jpg,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
00000248.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000249.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
00000250.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000251.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000252.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
00000253.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000254.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000255.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000256.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000257.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000258.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
00000259.jpg,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
00000260.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
00000261.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
00000262.jpg,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
00000264.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000265.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000266.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000267.jpg,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
00000268.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000269.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000270.jpg,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
00000271.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000272.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000273.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
00000274.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000275.jpg,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
00000276.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000277.jpg,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
00000278.jpg,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
00000279.jpg,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
00000280.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000283.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
00000284.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000285.jpg,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
00000286.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000287.jpg,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
00000288.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000289.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000290.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000291.jpg,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
00000293.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000294.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000295.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
00000298.jpg,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
00000299.jpg,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
00000300.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000301.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000302.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000303.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000304.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000305.jpg,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
00000307.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
00000309.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000310.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000311.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
00000312.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000313.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000314.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000315.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
00000316.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000317.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000318.jpg,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
00000319.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000320.jpg,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
00000321.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
00000322.jpg,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
00000323.jpg,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
00000324.jpg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
00000325.jpg,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
00000326.jpg,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
00000329.jpg,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
